adm2_tr,adm2_en,adm1_tr,adm1_en,adm1_code,adm0_tr,adm0_en,pcode
HASANBEYLİ,HASANBEYLI,OSMANİYE,OSMANIYE,TUR080,TÜRKİYE,TURKEY,TUR080003
KADİRLİ,KADIRLI,OSMANİYE,OSMANIYE,TUR080,TÜRKİYE,TURKEY,TUR080004
OSMANİYE,OSMANIYE,OSMANİYE,OSMANIYE,TUR080,TÜRKİYE,TURKEY,TUR080005
SUMBAS,SUMBAS,OSMANİYE,OSMANIYE,TUR080,TÜRKİYE,TURKEY,TUR080006
TOPRAKKALE,TOPRAKKALE,OSMANİYE,OSMANIYE,TUR080,TÜRKİYE,TURKEY,TUR080007
ARDEŞEN,ARDESEN,RİZE,RIZE,TUR053,TÜRKİYE,TURKEY,TUR053001
ÇAMLIHEMŞİN,CAMLIHEMSIN,RİZE,RIZE,TUR053,TÜRKİYE,TURKEY,TUR053002
ÇAYELİ,CAYELI,RİZE,RIZE,TUR053,TÜRKİYE,TURKEY,TUR053003
DEREPAZARI,DEREPAZARI,RİZE,RIZE,TUR053,TÜRKİYE,TURKEY,TUR053004
FINDIKLI,FINDIKLI,RİZE,RIZE,TUR053,TÜRKİYE,TURKEY,TUR053005
GÜNEYSU,GUNEYSU,RİZE,RIZE,TUR053,TÜRKİYE,TURKEY,TUR053006
HEMŞİN,HEMSIN,RİZE,RIZE,TUR053,TÜRKİYE,TURKEY,TUR053007
İKİZDERE,IKIZDERE,RİZE,RIZE,TUR053,TÜRKİYE,TURKEY,TUR053008
İYİDERE,IYIDERE,RİZE,RIZE,TUR053,TÜRKİYE,TURKEY,TUR053009
KALKANDERE,KALKANDERE,RİZE,RIZE,TUR053,TÜRKİYE,TURKEY,TUR053010
PAZAR,PAZAR,RİZE,RIZE,TUR053,TÜRKİYE,TURKEY,TUR053011
RİZE,RIZE,RİZE,RIZE,TUR053,TÜRKİYE,TURKEY,TUR053012
ADAPAZARI,ADAPAZARI,SAKARYA,SAKARYA,TUR054,TÜRKİYE,TURKEY,TUR054001
AKYAZI,AKYAZI,SAKARYA,SAKARYA,TUR054,TÜRKİYE,TURKEY,TUR054002
ARİFİYE,ARIFIYE,SAKARYA,SAKARYA,TUR054,TÜRKİYE,TURKEY,TUR054003
ERENLER,ERENLER,SAKARYA,SAKARYA,TUR054,TÜRKİYE,TURKEY,TUR054004
FERİZLİ,FERIZLI,SAKARYA,SAKARYA,TUR054,TÜRKİYE,TURKEY,TUR054005
GEYVE,GEYVE,SAKARYA,SAKARYA,TUR054,TÜRKİYE,TURKEY,TUR054006
HENDEK,HENDEK,SAKARYA,SAKARYA,TUR054,TÜRKİYE,TURKEY,TUR054007
KARAPÜRÇEK,KARAPURCEK,SAKARYA,SAKARYA,TUR054,TÜRKİYE,TURKEY,TUR054008
KARASU,KARASU,SAKARYA,SAKARYA,TUR054,TÜRKİYE,TURKEY,TUR054009
KAYNARCA,KAYNARCA,SAKARYA,SAKARYA,TUR054,TÜRKİYE,TURKEY,TUR054010
KOCAALİ,KOCAALI,SAKARYA,SAKARYA,TUR054,TÜRKİYE,TURKEY,TUR054011
PAMUKOVA,PAMUKOVA,SAKARYA,SAKARYA,TUR054,TÜRKİYE,TURKEY,TUR054012
SAPANCA,SAPANCA,SAKARYA,SAKARYA,TUR054,TÜRKİYE,TURKEY,TUR054013
SERDİVAN,SERDIVAN,SAKARYA,SAKARYA,TUR054,TÜRKİYE,TURKEY,TUR054014
SÖĞÜTLÜ,SOGUTLU,SAKARYA,SAKARYA,TUR054,TÜRKİYE,TURKEY,TUR054015
TARAKLI,TARAKLI,SAKARYA,SAKARYA,TUR054,TÜRKİYE,TURKEY,TUR054016
19 MAYIS,19 MAYIS,SAMSUN,SAMSUN,TUR055,TÜRKİYE,TURKEY,TUR055001
ALAÇAM,ALACAM,SAMSUN,SAMSUN,TUR055,TÜRKİYE,TURKEY,TUR055002
ASARCIK,ASARCIK,SAMSUN,SAMSUN,TUR055,TÜRKİYE,TURKEY,TUR055003
ATAKUM,ATAKUM,SAMSUN,SAMSUN,TUR055,TÜRKİYE,TURKEY,TUR055004
AYVACIK,AYVACIK,SAMSUN,SAMSUN,TUR055,TÜRKİYE,TURKEY,TUR055005
BAFRA,BAFRA,SAMSUN,SAMSUN,TUR055,TÜRKİYE,TURKEY,TUR055006
CANİK,CANIK,SAMSUN,SAMSUN,TUR055,TÜRKİYE,TURKEY,TUR055007
ÇARŞAMBA,CARSAMBA,SAMSUN,SAMSUN,TUR055,TÜRKİYE,TURKEY,TUR055008
HAVZA,HAVZA,SAMSUN,SAMSUN,TUR055,TÜRKİYE,TURKEY,TUR055009
İLKADIM,ILKADIM,SAMSUN,SAMSUN,TUR055,TÜRKİYE,TURKEY,TUR055010
KAVAK,KAVAK,SAMSUN,SAMSUN,TUR055,TÜRKİYE,TURKEY,TUR055011
LADİK,LADIK,SAMSUN,SAMSUN,TUR055,TÜRKİYE,TURKEY,TUR055012
SALIPAZARI,SALIPAZARI,SAMSUN,SAMSUN,TUR055,TÜRKİYE,TURKEY,TUR055013
TEKKEKÖY,TEKKEKOY,SAMSUN,SAMSUN,TUR055,TÜRKİYE,TURKEY,TUR055014
TERME,TERME,SAMSUN,SAMSUN,TUR055,TÜRKİYE,TURKEY,TUR055015
VEZİRKÖPRÜ,VEZIRKOPRU,SAMSUN,SAMSUN,TUR055,TÜRKİYE,TURKEY,TUR055016
YAKAKENT,YAKAKENT,SAMSUN,SAMSUN,TUR055,TÜRKİYE,TURKEY,TUR055017
AKÇAKALE,AKCAKALE,ŞANLIURFA,SANLIURFA,TUR063,TÜRKİYE,TURKEY,TUR063001
BİRECİK,BIRECIK,ŞANLIURFA,SANLIURFA,TUR063,TÜRKİYE,TURKEY,TUR063002
BOZOVA,BOZOVA,ŞANLIURFA,SANLIURFA,TUR063,TÜRKİYE,TURKEY,TUR063003
CEYLANPINAR,CEYLANPINAR,ŞANLIURFA,SANLIURFA,TUR063,TÜRKİYE,TURKEY,TUR063004
EYYÜBİYE,EYYUBIYE,ŞANLIURFA,SANLIURFA,TUR063,TÜRKİYE,TURKEY,TUR063005
HALFETİ,HALFETI,ŞANLIURFA,SANLIURFA,TUR063,TÜRKİYE,TURKEY,TUR063006
HALİLİYE,HALILIYE,ŞANLIURFA,SANLIURFA,TUR063,TÜRKİYE,TURKEY,TUR063007
HARRAN,HARRAN,ŞANLIURFA,SANLIURFA,TUR063,TÜRKİYE,TURKEY,TUR063008
HİLVAN,HILVAN,ŞANLIURFA,SANLIURFA,TUR063,TÜRKİYE,TURKEY,TUR063009
KARAKÖPRÜ,KARAKOPRU,ŞANLIURFA,SANLIURFA,TUR063,TÜRKİYE,TURKEY,TUR063010
SİVEREK,SIVEREK,ŞANLIURFA,SANLIURFA,TUR063,TÜRKİYE,TURKEY,TUR063011
SURUÇ,SURUC,ŞANLIURFA,SANLIURFA,TUR063,TÜRKİYE,TURKEY,TUR063012
VİRANŞEHİR,VIRANSEHIR,ŞANLIURFA,SANLIURFA,TUR063,TÜRKİYE,TURKEY,TUR063013
BAYKAN,BAYKAN,SİİRT,SIIRT,TUR056,TÜRKİYE,TURKEY,TUR056001
ERUH,ERUH,SİİRT,SIIRT,TUR056,TÜRKİYE,TURKEY,TUR056002
KURTALAN,KURTALAN,SİİRT,SIIRT,TUR056,TÜRKİYE,TURKEY,TUR056003
PERVARİ,PERVARI,SİİRT,SIIRT,TUR056,TÜRKİYE,TURKEY,TUR056004
SİİRT,SIIRT,SİİRT,SIIRT,TUR056,TÜRKİYE,TURKEY,TUR056005
ŞİRVAN,SIRVAN,SİİRT,SIIRT,TUR056,TÜRKİYE,TURKEY,TUR056006
TİLLO,TILLO,SİİRT,SIIRT,TUR056,TÜRKİYE,TURKEY,TUR056007
AYANCIK,AYANCIK,SİNOP,SINOP,TUR057,TÜRKİYE,TURKEY,TUR057001
BOYABAT,BOYABAT,SİNOP,SINOP,TUR057,TÜRKİYE,TURKEY,TUR057002
DİKMEN,DIKMEN,SİNOP,SINOP,TUR057,TÜRKİYE,TURKEY,TUR057003
DURAĞAN,DURAGAN,SİNOP,SINOP,TUR057,TÜRKİYE,TURKEY,TUR057004
ERFELEK,ERFELEK,SİNOP,SINOP,TUR057,TÜRKİYE,TURKEY,TUR057005
GERZE,GERZE,SİNOP,SINOP,TUR057,TÜRKİYE,TURKEY,TUR057006
SARAYDÜZÜ,SARAYDUZU,SİNOP,SINOP,TUR057,TÜRKİYE,TURKEY,TUR057007
SİNOP,SINOP,SİNOP,SINOP,TUR057,TÜRKİYE,TURKEY,TUR057008
TÜRKELİ,TURKELI,SİNOP,SINOP,TUR057,TÜRKİYE,TURKEY,TUR057009
BEYTÜŞŞEBAP,BEYTUSSEBAP,ŞIRNAK,SIRNAK,TUR073,TÜRKİYE,TURKEY,TUR073001
CİZRE,CIZRE,ŞIRNAK,SIRNAK,TUR073,TÜRKİYE,TURKEY,TUR073002
GÜÇLÜKONAK,GUCLUKONAK,ŞIRNAK,SIRNAK,TUR073,TÜRKİYE,TURKEY,TUR073003
İDİL,IDIL,ŞIRNAK,SIRNAK,TUR073,TÜRKİYE,TURKEY,TUR073004
SİLOPİ,SILOPI,ŞIRNAK,SIRNAK,TUR073,TÜRKİYE,TURKEY,TUR073005
ŞIRNAK,SIRNAK,ŞIRNAK,SIRNAK,TUR073,TÜRKİYE,TURKEY,TUR073006
ULUDERE,ULUDERE,ŞIRNAK,SIRNAK,TUR073,TÜRKİYE,TURKEY,TUR073007
AKINCILAR,AKINCILAR,SİVAS,SIVAS,TUR058,TÜRKİYE,TURKEY,TUR058001
ALTINYAYLA,ALTINYAYLA,SİVAS,SIVAS,TUR058,TÜRKİYE,TURKEY,TUR058002
DİVRİĞİ,DIVRIGI,SİVAS,SIVAS,TUR058,TÜRKİYE,TURKEY,TUR058003
DOĞANŞAR,DOGANSAR,SİVAS,SIVAS,TUR058,TÜRKİYE,TURKEY,TUR058004
GEMEREK,GEMEREK,SİVAS,SIVAS,TUR058,TÜRKİYE,TURKEY,TUR058005
GÖLOVA,GOLOVA,SİVAS,SIVAS,TUR058,TÜRKİYE,TURKEY,TUR058006
GÜRÜN,GURUN,SİVAS,SIVAS,TUR058,TÜRKİYE,TURKEY,TUR058007
HAFİK,HAFIK,SİVAS,SIVAS,TUR058,TÜRKİYE,TURKEY,TUR058008
İMRANLI,IMRANLI,SİVAS,SIVAS,TUR058,TÜRKİYE,TURKEY,TUR058009
KANGAL,KANGAL,SİVAS,SIVAS,TUR058,TÜRKİYE,TURKEY,TUR058010
KOYULHİSAR,KOYULHISAR,SİVAS,SIVAS,TUR058,TÜRKİYE,TURKEY,TUR058011
ŞARKIŞLA,SARKISLA,SİVAS,SIVAS,TUR058,TÜRKİYE,TURKEY,TUR058014
SİVAS,SIVAS,SİVAS,SIVAS,TUR058,TÜRKİYE,TURKEY,TUR058012
SUŞEHRİ,SUSEHRI,SİVAS,SIVAS,TUR058,TÜRKİYE,TURKEY,TUR058013
ULAŞ,ULAS,SİVAS,SIVAS,TUR058,TÜRKİYE,TURKEY,TUR058015
YILDIZELİ,YILDIZELI,SİVAS,SIVAS,TUR058,TÜRKİYE,TURKEY,TUR058016
ZARA,ZARA,SİVAS,SIVAS,TUR058,TÜRKİYE,TURKEY,TUR058017
ÇERKEZKÖY,CERKEZKOY,TEKİRDAĞ,TEKIRDAG,TUR059,TÜRKİYE,TURKEY,TUR059001
ÇORLU,CORLU,TEKİRDAĞ,TEKIRDAG,TUR059,TÜRKİYE,TURKEY,TUR059002
ERGENE,ERGENE,TEKİRDAĞ,TEKIRDAG,TUR059,TÜRKİYE,TURKEY,TUR059003
HAYRABOLU,HAYRABOLU,TEKİRDAĞ,TEKIRDAG,TUR059,TÜRKİYE,TURKEY,TUR059004
KAPAKLI,KAPAKLI,TEKİRDAĞ,TEKIRDAG,TUR059,TÜRKİYE,TURKEY,TUR059005
MALKARA,MALKARA,TEKİRDAĞ,TEKIRDAG,TUR059,TÜRKİYE,TURKEY,TUR059006
MARMARAEREĞLİSİ,MARMARAEREGLISI,TEKİRDAĞ,TEKIRDAG,TUR059,TÜRKİYE,TURKEY,TUR059007
MURATLI,MURATLI,TEKİRDAĞ,TEKIRDAG,TUR059,TÜRKİYE,TURKEY,TUR059008
SARAY,SARAY,TEKİRDAĞ,TEKIRDAG,TUR059,TÜRKİYE,TURKEY,TUR059009
ŞARKÖY,SARKOY,TEKİRDAĞ,TEKIRDAG,TUR059,TÜRKİYE,TURKEY,TUR059011
SÜLEYMANPAŞA,SULEYMANPASA,TEKİRDAĞ,TEKIRDAG,TUR059,TÜRKİYE,TURKEY,TUR059010
ALMUS,ALMUS,TOKAT,TOKAT,TUR060,TÜRKİYE,TURKEY,TUR060001
ARTOVA,ARTOVA,TOKAT,TOKAT,TUR060,TÜRKİYE,TURKEY,TUR060002
BAŞÇİFTLİK,BASCIFTLIK,TOKAT,TOKAT,TUR060,TÜRKİYE,TURKEY,TUR060003
ERBAA,ERBAA,TOKAT,TOKAT,TUR060,TÜRKİYE,TURKEY,TUR060004
NİKSAR,NIKSAR,TOKAT,TOKAT,TUR060,TÜRKİYE,TURKEY,TUR060005
PAZAR,PAZAR,TOKAT,TOKAT,TUR060,TÜRKİYE,TURKEY,TUR060006
REŞADİYE,RESADIYE,TOKAT,TOKAT,TUR060,TÜRKİYE,TURKEY,TUR060007
SULUSARAY,SULUSARAY,TOKAT,TOKAT,TUR060,TÜRKİYE,TURKEY,TUR060008
TOKAT,TOKAT,TOKAT,TOKAT,TUR060,TÜRKİYE,TURKEY,TUR060009
TURHAL,TURHAL,TOKAT,TOKAT,TUR060,TÜRKİYE,TURKEY,TUR060010
YEŞİLYURT,YESILYURT,TOKAT,TOKAT,TUR060,TÜRKİYE,TURKEY,TUR060011
ZİLE,ZILE,TOKAT,TOKAT,TUR060,TÜRKİYE,TURKEY,TUR060012
AKÇAABAT,AKCAABAT,TRABZON,TRABZON,TUR061,TÜRKİYE,TURKEY,TUR061001
ARAKLI,ARAKLI,TRABZON,TRABZON,TUR061,TÜRKİYE,TURKEY,TUR061002
ARSİN,ARSIN,TRABZON,TRABZON,TUR061,TÜRKİYE,TURKEY,TUR061003
BEŞİKDÜZÜ,BESIKDUZU,TRABZON,TRABZON,TUR061,TÜRKİYE,TURKEY,TUR061004
ÇARŞIBAŞI,CARSIBASI,TRABZON,TRABZON,TUR061,TÜRKİYE,TURKEY,TUR061005
ÇAYKARA,CAYKARA,TRABZON,TRABZON,TUR061,TÜRKİYE,TURKEY,TUR061006
DERNEKPAZARI,DERNEKPAZARI,TRABZON,TRABZON,TUR061,TÜRKİYE,TURKEY,TUR061007
DÜZKÖY,DUZKOY,TRABZON,TRABZON,TUR061,TÜRKİYE,TURKEY,TUR061008
HAYRAT,HAYRAT,TRABZON,TRABZON,TUR061,TÜRKİYE,TURKEY,TUR061009
KÖPRÜBAŞI,KOPRUBASI,TRABZON,TRABZON,TUR061,TÜRKİYE,TURKEY,TUR061010
MAÇKA,MACKA,TRABZON,TRABZON,TUR061,TÜRKİYE,TURKEY,TUR061011
OF,OF,TRABZON,TRABZON,TUR061,TÜRKİYE,TURKEY,TUR061012
ORTAHİSAR,ORTAHISAR,TRABZON,TRABZON,TUR061,TÜRKİYE,TURKEY,TUR061013
ŞALPAZARI,SALPAZARI,TRABZON,TRABZON,TUR061,TÜRKİYE,TURKEY,TUR061015
SÜRMENE,SURMENE,TRABZON,TRABZON,TUR061,TÜRKİYE,TURKEY,TUR061014
TONYA,TONYA,TRABZON,TRABZON,TUR061,TÜRKİYE,TURKEY,TUR061016
VAKFIKEBİR,VAKFIKEBIR,TRABZON,TRABZON,TUR061,TÜRKİYE,TURKEY,TUR061017
YOMRA,YOMRA,TRABZON,TRABZON,TUR061,TÜRKİYE,TURKEY,TUR061018
ÇEMİŞGEZEK,CEMISGEZEK,TUNCELİ,TUNCELI,TUR062,TÜRKİYE,TURKEY,TUR062001
HOZAT,HOZAT,TUNCELİ,TUNCELI,TUR062,TÜRKİYE,TURKEY,TUR062002
MAZGİRT,MAZGIRT,TUNCELİ,TUNCELI,TUR062,TÜRKİYE,TURKEY,TUR062003
NAZIMİYE,NAZIMIYE,TUNCELİ,TUNCELI,TUR062,TÜRKİYE,TURKEY,TUR062004
OVACIK,OVACIK,TUNCELİ,TUNCELI,TUR062,TÜRKİYE,TURKEY,TUR062005
PERTEK,PERTEK,TUNCELİ,TUNCELI,TUR062,TÜRKİYE,TURKEY,TUR062006
PÜLÜMÜR,PULUMUR,TUNCELİ,TUNCELI,TUR062,TÜRKİYE,TURKEY,TUR062007
TUNCELİ,TUNCELI,TUNCELİ,TUNCELI,TUR062,TÜRKİYE,TURKEY,TUR062008
BANAZ,BANAZ,UŞAK,USAK,TUR064,TÜRKİYE,TURKEY,TUR064001
EŞME,ESME,UŞAK,USAK,TUR064,TÜRKİYE,TURKEY,TUR064002
KARAHALLI,KARAHALLI,UŞAK,USAK,TUR064,TÜRKİYE,TURKEY,TUR064003
SİVASLI,SIVASLI,UŞAK,USAK,TUR064,TÜRKİYE,TURKEY,TUR064004
ULUBEY,ULUBEY,UŞAK,USAK,TUR064,TÜRKİYE,TURKEY,TUR064005
UŞAK,USAK,UŞAK,USAK,TUR064,TÜRKİYE,TURKEY,TUR064006
BAHÇESARAY,BAHCESARAY,VAN,VAN,TUR065,TÜRKİYE,TURKEY,TUR065001
BAŞKALE,BASKALE,VAN,VAN,TUR065,TÜRKİYE,TURKEY,TUR065002
ÇALDIRAN,CALDIRAN,VAN,VAN,TUR065,TÜRKİYE,TURKEY,TUR065003
ÇATAK,CATAK,VAN,VAN,TUR065,TÜRKİYE,TURKEY,TUR065004
EDREMİT,EDREMIT,VAN,VAN,TUR065,TÜRKİYE,TURKEY,TUR065005
ERCİŞ,ERCIS,VAN,VAN,TUR065,TÜRKİYE,TURKEY,TUR065006
GEVAŞ,GEVAS,VAN,VAN,TUR065,TÜRKİYE,TURKEY,TUR065007
GÜRPINAR,GURPINAR,VAN,VAN,TUR065,TÜRKİYE,TURKEY,TUR065008
İPEKYOLU,IPEKYOLU,VAN,VAN,TUR065,TÜRKİYE,TURKEY,TUR065009
MURADİYE,MURADIYE,VAN,VAN,TUR065,TÜRKİYE,TURKEY,TUR065010
ÖZALP,OZALP,VAN,VAN,TUR065,TÜRKİYE,TURKEY,TUR065011
SARAY,SARAY,VAN,VAN,TUR065,TÜRKİYE,TURKEY,TUR065012
TUŞBA,TUSBA,VAN,VAN,TUR065,TÜRKİYE,TURKEY,TUR065013
ALTINOVA,ALTINOVA,YALOVA,YALOVA,TUR077,TÜRKİYE,TURKEY,TUR077001
ARMUTLU,ARMUTLU,YALOVA,YALOVA,TUR077,TÜRKİYE,TURKEY,TUR077002
ÇİFTLİKKÖY,CIFTLIKKOY,YALOVA,YALOVA,TUR077,TÜRKİYE,TURKEY,TUR077003
ÇINARCIK,CINARCIK,YALOVA,YALOVA,TUR077,TÜRKİYE,TURKEY,TUR077004
TERMAL,TERMAL,YALOVA,YALOVA,TUR077,TÜRKİYE,TURKEY,TUR077005
YALOVA,YALOVA,YALOVA,YALOVA,TUR077,TÜRKİYE,TURKEY,TUR077006
AKDAĞMADENİ,AKDAGMADENI,YOZGAT,YOZGAT,TUR066,TÜRKİYE,TURKEY,TUR066001
AYDINCIK,AYDINCIK,YOZGAT,YOZGAT,TUR066,TÜRKİYE,TURKEY,TUR066002
BOĞAZLIYAN,BOGAZLIYAN,YOZGAT,YOZGAT,TUR066,TÜRKİYE,TURKEY,TUR066003
ÇANDIR,CANDIR,YOZGAT,YOZGAT,TUR066,TÜRKİYE,TURKEY,TUR066004
ÇAYIRALAN,CAYIRALAN,YOZGAT,YOZGAT,TUR066,TÜRKİYE,TURKEY,TUR066005
ÇEKEREK,CEKEREK,YOZGAT,YOZGAT,TUR066,TÜRKİYE,TURKEY,TUR066006
KADIŞEHRİ,KADISEHRI,YOZGAT,YOZGAT,TUR066,TÜRKİYE,TURKEY,TUR066007
SARAYKENT,SARAYKENT,YOZGAT,YOZGAT,TUR066,TÜRKİYE,TURKEY,TUR066008
SARIKAYA,SARIKAYA,YOZGAT,YOZGAT,TUR066,TÜRKİYE,TURKEY,TUR066009
ŞEFAATLİ,SEFAATLI,YOZGAT,YOZGAT,TUR066,TÜRKİYE,TURKEY,TUR066011
SORGUN,SORGUN,YOZGAT,YOZGAT,TUR066,TÜRKİYE,TURKEY,TUR066010
YENİFAKILI,YENIFAKILI,YOZGAT,YOZGAT,TUR066,TÜRKİYE,TURKEY,TUR066012
YERKÖY,YERKOY,YOZGAT,YOZGAT,TUR066,TÜRKİYE,TURKEY,TUR066013
YOZGAT,YOZGAT,YOZGAT,YOZGAT,TUR066,TÜRKİYE,TURKEY,TUR066014
ALAPLI,ALAPLI,ZONGULDAK,ZONGULDAK,TUR067,TÜRKİYE,TURKEY,TUR067001
ÇAYCUMA,CAYCUMA,ZONGULDAK,ZONGULDAK,TUR067,TÜRKİYE,TURKEY,TUR067002
DEVREK,DEVREK,ZONGULDAK,ZONGULDAK,TUR067,TÜRKİYE,TURKEY,TUR067003
EREĞLİ,EREGLI,ZONGULDAK,ZONGULDAK,TUR067,TÜRKİYE,TURKEY,TUR067004
GÖKÇEBEY,GOKCEBEY,ZONGULDAK,ZONGULDAK,TUR067,TÜRKİYE,TURKEY,TUR067005
KİLİMLİ,KILIMLI,ZONGULDAK,ZONGULDAK,TUR067,TÜRKİYE,TURKEY,TUR067006
KOZLU,KOZLU,ZONGULDAK,ZONGULDAK,TUR067,TÜRKİYE,TURKEY,TUR067007
ZONGULDAK,ZONGULDAK,ZONGULDAK,ZONGULDAK,TUR067,TÜRKİYE,TURKEY,TUR067008
DERECİK,DERECIK,HAKKARİ,HAKKARI,TUR030,TÜRKİYE,TURKEY,TUR030005
